the_geom,waterway_access,latitude,longitude,boat_ramp_name,asset_owner,contact_number,street,suburb,waterway_name,state,postcode,id,ramp_condition,ramp_material,has_bbq,has_fee_payable,has_kiosk,has_lighting,has_toilets,has_bins,has_pontoon_nearby,has_pontoon_ramp,number_ramp_lanes
0101000020E6100000E7BF0500D72D6340D3158D36751F3DC0,All Times,-29.1228822798201,153.432495127897,Evans Head Boat Ramp,Richmond Valley Council,02 6660 0300,Ocean Drive,South Evans Head,Evans River,NSW,2473,93,GOOD,Concrete,true,false,false,true,true,true,true,true,2
0101000020E6100000E6D086F1E3876240AB444AC1F71C40C0,Shallow At Times,-32.2263108837736,148.246575129807,Narromine Boat Ramp,Dubbo City Council,02 6801 4000,Culling Street,Narromine ,Macquarie River,NSW,2821,94,GOOD,Concrete,true,false,false,false,true,true,false,false,1
0101000020E6100000A9AFFF71FB1F6240B3D1E26633ED41C0,Shallow At Times,-35.8531311614528,144.999444007289,Picnic Pt Mathoura - Murray River,Murray Shire Council,03 5880 1200,Picnic Point Road,Mathoura,Murray River,NSW,2710,95,GOOD,Concrete,true,false,true,true,true,true,true,false,1
0101000020E61000009F5E08710F0E63405485D1D38B3240C0,All Times,-32.3948921940852,152.439384952876,Myall Lake North,TBD,TBD,Godfrey Close,Bungwahl,Myall Lakes,NSW,2423,96,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E6100000C341C7A22332634006D5D510A5DF3CC0,All Times,-28.8736124536563,153.566850079702,Ballina Yacht Club Boat Ramp,Ballina Shire Council,02 6686 4444,River Street,Ballina,Richmond River,NSW,2478,97,GOOD,Concrete,false,false,false,true,false,true,false,false,2
0101000020E610000026EE1428E6EB6240531DF4B86DBE40C0,All Times,-33.4877234641996,151.371845284347,Illoura Reserve Boat Ramp,Gosford City Council,02 4325 8222,Amy Street,Davistown,Brisbane Water,NSW,2251,98,GOOD,Concrete,false,false,false,true,false,false,true,false,1
0101000020E6100000F55CCB243493624017F96842453442C0,Shallow At Times,-36.4083636295856,148.600115201181,"Widows Inlet, Lake Jindabyne",Snowy River Shire Council,02 6451 1195,Kosciuszko Road,Jindabyne,Lake Jindabyne,NSW,2627,99,GOOD,Concrete,false,false,true,false,true,false,false,false,1
0101000020E6100000805C2C6CFFEF624077CC90B33DAE40C0,Shallow At Times,-33.3612579781556,151.49992951073,Tooowoon Bay (Surf Club),Wyong Shire Council,02 4350 5555,Bay Road,Toowoon Bay,Tuggerah Lake,NSW,2261,100,GOOD,Sand,false,false,true,true,true,false,false,false,1
0101000020E610000058B69A6BA888624052B5C4BEBEB541C0,All Times,-35.4198835812082,148.27055912225,Log Bridge Creek Boat Ramp,Tumut Shire Council,02 6941 2555,Snowy Mountains Highway,Kosciuszko National Park,Blowering Reservoir,NSW,2720,101,GOOD,Concrete,true,false,false,false,true,false,false,false,1
0101000020E6100000E7CB99FB1E1A634034FAE69345A53FC0,All Times,-31.6455929221067,152.81628208197,Dunbogan Reserve Boat Ramp,Port Macquarie-Hastings Council,0,The Boulevard (Off Camden Head Road),Dunbogan,Camden Haven Inlet,NSW,2443,102,GOOD,Concrete,true,false,false,true,true,true,false,false,2
0101000020E610000070D04A2771BF614096895FE5380E41C0,Unknown,-34.1111113277904,141.982562681314,Curlwaa Boat Ramp,Wentworth Shire Council,03 5027 5027,Silver City Highway,Curlwaa,Murray River,NSW,2648,103,GOOD,Concrete,false,false,false,true,false,true,false,false,1
0101000020E6100000ECF052DB65A06240D2B9B47BA2F940C0,Shallow At Times,-33.9502710945559,149.01243368339,Taylors Point Boat Ramp,"Grabine Lakeside State Park 
(NSW Crown Holiday Park Trust)",02 4835 2345,Foggs Crossing Road,Bigga,Lachlan River,NSW,2583,104,GOOD,Concrete,true,true,true,false,true,true,false,false,1
0101000020E61000004ED2453E57C2624098B48F8C6C3642C0,All Times,-36.4251876546561,150.073149811144,Bermagui Boat Harbour Boat Ramp,Bega Valley Shire Council,02 6499 2222,Lamont Street,Bermagui,Bermagui River (Ocean),NSW,2546,105,GOOD,Concrete,false,false,false,true,true,true,true,true,3
0101000020E6100000880A125790C56140B342B438911741C0,All Times,-34.1841193084887,142.173869643437,Mildura Boat Ramp - Murray River (VIC),Mildura Rural City Council,03 5020 1300,Hugh King Drive,Mildura,Murray River,VIC,3500,106,GOOD,Concrete,false,false,false,false,false,true,false,false,2
0101000020E6100000F40246E9231C6340809AF450CA093FC0,All Times,-31.0382433507134,152.879383694402,Frederickton Boat Ramp,Kempsey Shire Council,02 6566 3200,"Macleay Valley Way","Frederickton
",Macleay River,NSW,2440,107,GOOD,Concrete,false,false,false,true,false,true,false,false,1
0101000020E6100000F0A5D4849CE162403467CFD15B0241C0,All Times,-34.0184271109305,151.050356307343,Burnum Burnum Sanctuary Boat Ramp,Sutherland Shire Council,02 9710 0333,Menai Road,Woronora,Woronora River,NSW,2232,108,FAIR,Concrete,true,false,false,true,true,true,false,false,1
0101000020E6100000016E03AF16F26240695202C45D9140C0,Shallow At Times,-33.1356740008676,151.565268999766,Summerland Point Reserve Boat Ramp,Wyong City Council,4351 5555,Kullaroo Road,Summerland Point,Lake Macquarie,NSW,2259,109,POOR,Concrete,true,false,false,false,true,false,true,false,1
0101000020E61000002A20EE0916896240D2461BDC55B941C0,All Times,-35.447932732886,148.283940281953,"The Pines Boat Ramp
",Tumut Shire Council,02 6941 2555,Snowy Mountains Highway,Kosciuszko National Park,Blowering Reservoir,NSW,2720,110,GOOD,Concrete,true,false,false,false,true,false,false,false,2
0101000020E6100000BC3FAFE941046240BB70BA1D1AD241C0,Shallow At Times,-35.6414220009187,144.133045999797,Koondrook,Gannawarra Shire Councill,03 5450 9333,Tramway Place,Koondrook,Murray River,VIC,3579,111,GOOD,Concrete,false,false,false,false,false,false,true,false,1
0101000020E6100000E09D82CD74B76140B347176A7F0B41C0,All Times,-34.0898258794472,141.73300815116,Fort Courage Caravan Park Boat Ramp,Wentworth Angling Club,"03 5027 3097
",Renmark Road,"Wentworth 
(Anabranch South)",Murray River,NSW,2648,112,GOOD,Concrete,true,true,false,false,true,true,false,true,1
0101000020E6100000DD9E89BCD6E3624085ABAE71A5CC40C0,All Times,-33.5987989523774,151.119962948599,"Berowra Waters Boat Ramp
",The Council Of The Shire Of Hornsby,02 9847 6666,Bay Road,Berowra Waters,Berowra Creek,NSW,2082,113,GOOD,Concrete,false,false,true,true,true,false,true,false,4
0101000020E610000086C82FC55D1C6340BB82EC98B96B3FC0,All Times,-31.4208007409495,152.886446564986,"Mcinherney Park, Port Macquarie",Port Macquarie Hastings Council,02 6581 8111,River Park Road,Port Macquarie,Hastings River,NSW,2444,114,GOOD,Concrete,true,false,false,true,true,true,false,true,2
0101000020E6100000CB6B90055C3063404F4DD59EF3313CC0,All Times,-28.1951236029393,153.511233121941,"Lakes Drive, Terranora Inlet",Tweed Shire Council,02 6670 2400,The Lakes Drive,Tweed Heads West,Terranora Broadwater,NSW,2485,115,POOR,Concrete,false,false,false,true,true,true,true,true,1
0101000020E6100000E9491943E5946240AD6D49371C0D42C0,All Times,-36.1024235828912,148.652986096756,Eucumbene Road Boat Ramp,Snowy River Shire Council,02 6451 1195,Eucumbene Road,Braemer Bay,Lake Eucumbene,NSW,2628,116,GOOD,Unsealed,false,true,true,false,true,true,false,false,Informal
0101000020E610000039B60FDAEC2D6340E59B15B4254E3CC0,All Times,-28.3052628090626,153.435162573516,Clarrie Purnell Park - Condong,Tweed Shire Council,02 6670 2400,Mcleod Street,Condong,Tweed River,NSW,2484,117,FAIR,Concrete,false,false,false,true,false,true,false,true,1
0101000020E6100000871B7E1C20CF6240748118FB13A741C0,High Tide Only,-35.3052972669274,150.472669836334,Narrawallee,Shoalhaven City Council,02 4429 3111,Matron Porter Drive,Narrawallee,Narrawallee Inlet,NSW,2539,118,FAIR,Concrete,false,false,false,true,true,false,false,false,1
0101000020E6100000274F1153A2E062407DFF63EDEFFC40C0,All Times,-33.9760720003387,151.01981500035,Georges River National Park Boat Ramp,National Parks And Wildlife Services,1300 072 757,The River Road,Revesby,Georges River,NSW,2213,119,GOOD,Concrete,true,true,false,true,true,true,true,true,2
0101000020E61000004B3F50FC18F4614058C1E47492B941C0,All Times,-35.4497820012063,143.628049999936,Lake Boga - Ski Club,Swan Hill Rural City Council,03 5036 2333,Willakool Drive,Lake Boga,Lake Boga,VIC,3584,120,GOOD,Concrete,false,false,false,false,true,true,false,false,2
0101000020E61000000229F5F7FFC36240F1DD01E5F50442C0,Shallow At Times,-36.0387541064373,150.124996165112,Coila Lake,Eurobodalla Shire Council,02 4429 3111,Hector Mcwilliam Drive,Coila,Coila Lake,NSW,2537,121,POOR,Unsealed,false,false,false,true,true,false,false,false,Informal
0101000020E61000004CDB9026F32A6340608B2F62557A3DC0,Shallow At Times,-29.4778653493953,153.342181475566,Wooloweyah,TBD,TBD,Lakes Boulevard,Wooloweyah,Wooloweyah Lagoon,NSW,2464,122,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E6100000FA18C8E21D1E634038DC3DB5F7773EC0,All Times,-30.4686234737421,152.941148176971,Bellinger River Boat Ramp,Bellingen Shire Council,02 6655 7300,Waterfall Way,Fernmount,Bellinger River,NSW,2454,123,POOR,Unsealed,true,false,false,false,false,false,false,false,1
0101000020E6100000FED910CEC2D5624045293B1B048E3EC0,All Times,-30.5547501582562,150.680029900468,Split Rock Dam Boat Ramp,Tamworth Regional Council,02 6767 5555,Oakhamton Road,Barraba,Split Rock Reseviour,NSW,2347,124,GOOD,Concrete,false,false,false,false,true,false,false,false,1
0101000020E6100000448850E031F26240D1B21781BBA340C0,Shallow At Times,-33.2791596761432,151.568588406839,Norah Head Boat Ramp - Cabbage Tree Harbour,Wyong Shire Council,02 4350 5555,Bald Street,Norah Head,Ocean,NSW,2263,125,GOOD,Concrete,false,false,false,true,true,false,false,false,2
0101000020E61000000AAEE628063262400D0A5CE8ECE741C0,All Times,-35.8119173478518,145.563251925036,Tocumwal Foreshore Park Boat Ramp,Berrigan Shire Council,03 5888 5100,Deniliquin Road,Tocumwal,Murray River,NSW,2714,126,GOOD,Concrete,false,false,true,true,false,true,false,false,1
0101000020E610000054A7B75279616240D8B80746D3FC41C0,Shallow At Times,-35.9751975572305,147.046059950541,Table Top Reserve Boat Ramp (Lake Hume),Albury City Council,02 6023 8111,Table Top Road,Table Top,Lake Hume,NSW,2640,127,POOR,Unsealed,false,false,false,false,false,false,false,false,2
0101000020E610000035DBB29667CE62401BC50DC0BB9D41C0,All Times,-35.2322921817051,150.450145100907,Fishermans Paradise Boat Ramp,Shoalhaven City Council,02 4429 3111,Anglers Parade,Fishermans Paradise,Lake Conjola,NSW,2539,128,GOOD,Concrete,true,false,false,false,true,true,false,false,1
0101000020E610000049A3A74ABBF36240292949E3458640C0,All Times,-33.0490078074675,151.616612746637,Skye Point,Lake Macquarie City Council,02 4921 0333,Skye Point Road,Coal Point,Lake Macquarie,NSW,2283,129,GOOD,Concrete,false,false,false,true,true,true,false,false,1
0101000020E610000043274C8DD089624082253B9B53D041C0,All Times,-35.6275514639665,148.306708000886,Talbingo Dam,Snowy  Hydro,02 6453 2888,Talbingo,Talbingo,Talbingo Reservoir,NSW,2720,130,GOOD,Concrete,true,false,false,false,true,false,false,false,2
0101000020E610000015615039CADB62406B1934027C4541C0,Shallow At Times,-34.5428469423667,150.868435532561,Reddall Reserve ,Lake Illawarra Authority,02 4275 9471,Reddel Parade,Lake Illawarra,Lake Illawarra,NSW,2528,131,POOR,Concrete,true,false,true,true,true,true,false,true,1
0101000020E6100000E0C065001FF06240AFA86FCFCDA940C0,All Times,-33.3265933318338,151.503784369218,The Entrance North,Wyong Shire Council,02 4350 5555,Wilfred Barrett Drive,The Entrance North,Tuggerah Lake,NSW,2261,132,GOOD,Concrete,false,false,true,false,true,false,false,false,1
0101000020E61000009F3AEBC0D7E96240D03C1DF191DE40C0,All Times,-33.7388287918817,151.30758710807,Fishermans Beach Long Reef Boat Ramp,Warringah Council,02 9942 2111,Anzac Avenue,Collaroy,Ocean,NSW,2097,133,GOOD,Concrete,false,false,false,true,true,true,false,false,2
0101000020E61000001E130B022DCE624038ABFD0554A141C0,All Times,-35.2603766907327,150.442994138365,"Yooralla Bay, Lake Conjola",Shoalhaven City Council,02 4429 3111,Haviland Street,Lake Conjola,Conjola Lake,NSW,2539,134,POOR,Bitumen,false,false,false,false,false,false,false,false,1
0101000020E6100000E90B2B30E40D624099845AC345F641C0,Shallow At Times,-35.9240040008528,144.434104999614,Gunbower Island,Gannawarra Shire Councill,03 5450 9333,Bereton Road,Gunbower,Murray River,VIC,3566,135,UNKNOWN,Not Provided,false,false,false,false,false,,false,false,1
0101000020E610000097507FC2A0276340B1EDC842D76E3DC0,All Times,-29.4329721203373,153.238373993551,Harwood Bridge South - Clarence River,Clarence Valley Council,02 6643 0200,Yamba Road,Maclean,Clarence River,NSW,2463,136,GOOD,Concrete,false,false,false,true,true,true,false,false,1
0101000020E6100000FD26CAB1E0E8624057E242B682C640C0,All Times,-33.5508640123923,151.277428526715,Patonga Beach ,Gosford City Council,02 4325 8222,Patonga Drive,Patonga,Hawkesbury River,NSW,2256,137,GOOD,Concrete,false,false,false,false,true,false,true,false,1
0101000020E61000009DB75378174C62402909B69B54A640C0,All Times,-33.2994570387694,146.377864993582,Lake Cargelligo (Lake Street),TBD,TBD,Lake Street ,Lake Cargelligo,Lake Cargelligo,NSW,2672,138,GOOD,Concrete,false,false,false,true,true,true,false,false,2
0101000020E610000078D1DDB0C501634080E6950F4E5E40C0,Shallow At Times,-32.7367572290359,152.055382188071,Taylors Beach,Port Stephens Council,02 4980 0255,Taylors Road,Taylors Beach,Port Stephens,NSW,2316,139,FAIR,Bitumen,false,false,false,false,true,false,false,false,1
0101000020E6100000A657AFADC8406240C49CAD8E01FD41C0,All Times,-35.9766100261418,146.024496881929,Lake Mulwala Regional Boat Ramp,Corowa Shire Council,03 5888 5100,Melbourne Street,Mulwala,Lake Mulwala,NSW,2647,140,GOOD,Concrete,false,false,false,true,true,false,false,false,2
0101000020E6100000CA52BA8F3CEC6140FC1F69E2E69541C0,Shallow At Times,-35.1711085332208,143.382392753518,Nyah,Swan Hill Rural City Council,03 5036 2333,River Street,Nyah,Murray River,NSW,3594,141,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000671083C8F5F062404CB06C7F619D40C0,Shallow At Times,-33.22953789527,151.53000283812,Buff Point Boat Ramp,Wyong Shire Council,02 4350 5555,Narambi Road,Buff Point,Lake Budgewoi,NSW,2262,142,GOOD,Concrete,true,false,false,false,true,false,false,false,1
0101000020E61000003B0143C6A3196340C6AAD7F335A73FC0,All Times,-31.6531669999629,152.801241999501,"Bay Street Boat Ramp
(Camden Haven Inlet)",Port Maquarie-Hastings Council,02 6581 8111,Bay Street,Dunbogan,Camden Haven Inlet,NSW,2443,143,POOR,Concrete,false,false,false,false,false,true,false,false,1
0101000020E6100000914F8752F82A634027BECF8DC8113DC0,All Times,-29.0694664604363,153.342812790183,Woodburn,Lismore City Council,1300 878 387,Bank Street,North Woodburn,Richmond River,NSW,2471,144,FAIR,Concrete,false,false,false,true,false,false,false,false,1
0101000020E61000002F2AB775EB1763404418639CD5733FC0,All Times,-31.4524781934672,152.747492654556,"Rocks Ferry Reserve, Wauchope",Port Macquarie Hastings Council,02 6581 8111,Rocks Ferry Road,Wauchope,Hastings River,NSW,2446,145,GOOD,Concrete,true,false,false,true,true,true,false,false,2
0101000020E6100000F0F86B4A96B06240AC39930B945E3EC0,All Times,-30.3694464907109,149.518346033939,Yarrie Lake Boat Ramp,Yarria Lake Flora And Fauna Trust,02 6799 6760,Yarrie Lake Road,Yarrie Lake,Yarrie Lake,NSW,2388,146,GOOD,Concrete,false,false,false,false,true,false,false,false,1
0101000020E6100000E6A91D53D0D16240B017926A6B8C41C0,Shallow At Times,-35.0970280850737,150.556680257737,Boathaven Avenue Boat Ramp,Shoalhaven City Council,02 4429 3111,Boathaven Avenue,Basin View,St Georges Basin,NSW,2540,147,POOR,Sand,false,false,false,false,false,false,false,false,1
0101000020E6100000BC4536902EC4624075B4EAFD461542C0,All Times,-36.166228999712,150.130684000016,Creswick Cove Boat Ramp,Eurobodalla Shire Council,02 4474 1000,Ocean Parade,Dalmeny,Ocean,NSW,2546,148,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E610000029A2595D5CEB62406877D4DE95BC40C0,All Times,-33.4733236825403,151.355024981561,Saratoga Boat Ramp ,Gosford City Council,02 4325 8222,Centennial Avenue,Saratoga,Brisbane Water,NSW,2251,149,GOOD,Concrete,false,false,false,true,false,false,true,true,1
0101000020E610000034361BAC44286340B84A77A87EF23DC0,All Times,-29.947245148777,153.258382847927,Station Creek Camping Ground - Boat Ramp,Yuraygir National Park,02 6641 1500,Station Creek Road,Barcoongere ,Station Creek,NSW,2460,150,FAIR,Sand,false,true,false,false,true,false,false,false,2
0101000020E6100000A8FDC098DBF26240BE4C4CAA358940C0,All Times,-33.0719502327497,151.589306237159,Memorial Park Boat Ramp,Lake Macquarie City Council,02 4921 0333,Dobell Drive,Wangi Wangi,Lake Macquarie,NSW,2267,151,GOOD,Concrete,true,false,false,true,true,true,true,false,2
0101000020E610000011F28641E42E634045E53DD361F43CC0,All Times,-28.9546176935303,153.465363277021,East Wardell Boat Ramp,Ballina Shire Council,02 6686 4444,River Street,East Wardell,Richmond River,NSW,2477,152,GOOD,Concrete,false,false,false,false,false,true,true,false,1
0101000020E6100000E40E3C2FBD2D63408432FC6FC1033DC0,Emergency Only,-29.0146703711239,153.429343812276,Broadwater SES,TBD,TBD,Pacific Highway,Broadwater,Richmond River,NSW,2472,153,FAIR,Concrete,false,false,false,true,false,false,false,false,1
0101000020E6100000A96F70674C1E6340A8D6F76B3D043FC0,All Times,-31.0165622215342,152.946826667406,"Smithtown Boat Ramp",Kempsey Shire Council,02 6566 3200,"Main Street",Smithtown,Macleay River,NSW,2440,154,FAIR,Concrete,true,false,false,true,true,true,false,false,1
0101000020E61000003F0C291959F16240261F69E337A140C0,Shallow At Times,-33.2595180762567,151.542126255199,"Peel Street Boat Ramp, Toukley",Wyong Shire Council,02 4350 5555,Peel Street,Toukley,Lake Budgewoi ,NSW,2263,155,FAIR,Concrete,false,false,false,false,false,false,true,false,1
0101000020E6100000387EFA38CFDF62406889901582FC40C0,Shallow At Times,-33.9727198558565,150.994045724148,Sandy Point,Sutherland Shire Council,02 9710 0333,St George Crescent,Sandy Point,Georges River,NSW,2172,156,FAIR,Concrete,false,false,false,true,false,false,false,false,1
0101000020E610000025DEAFB60AF36240D4BBA1E8F48440C0,All Times,-33.0387240209308,151.595057815067,Rathmines Boat Ramp ,Lake Macquarie City Council,02 4921 0333,Dorrington Road,Rathmines,Lake Macquarie,NSW,2283,157,GOOD,Concrete,true,false,false,false,true,true,true,false,6
0101000020E61000001B6F6EDE19F26240B2D200DA759140C0,All Times,-33.136409044649,151.565657821361,Summerland Point Reserve Boat Ramp,Wyong City Council,4350 5555,Kullaroo Road,Summerland Point,Lake Macquarie,NSW,2259,158,GOOD,Concrete,true,false,true,true,true,true,true,false,3
0101000020E61000003A27644624EB6240A95ADCF129BF40C0,Shallow At Times,-33.4934675527523,151.348178096401,St Huberts Island (Luderick Avenue) Boat Ramp,Gosford City Council,02 4325 8222,Luderick Avenue,St Huberts Island,Brisbane Water,NSW,2257,159,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E610000022C85C160CEB6240ADF87EE2E4BE40C0,All Times,-33.4913600082376,151.345225506987,St Huberts Island Boat Ramp,Gosford City Council,02 4325 8222,Beachfront Parade,St Huberts Island,Brisbane Water,NSW,2257,160,FAIR,Sand,false,false,false,false,false,false,false,false,1
0101000020E61000006063213AE78862403EDBE49EFF0642C0,Shallow At Times,-36.0546759240592,148.278225960933,Tooma Reservoir,Snowy  Hydro,02 6453 2888,Cabramurra Way,Tooma,Tooma River,NSW,2642,161,POOR,Unsealed,false,true,false,false,false,false,false,false,1
0101000020E6100000E2AD991719EA62400459487D67BA40C0,High Tide Only,-33.4562832453976,151.315563011317,Tascott Boat Ramp ,Gosford City Council,02 4325 8222,Brisbane Water Drive,Tascott,Brisbane Water,NSW,2250,162,FAIR,Concrete,false,false,false,true,true,true,false,false,1
